	feature	weight	abs
5259	CARS	0.0	0.0
5330	FMR1	0.0	0.0
5329	SH3BP5	0.0	0.0
5328	LY6D	0.0	0.0
5260	RORA	0.0	0.0
5261	SNX2	0.0	0.0
5262	DNAJC14	0.0	0.0
5263	SMCR8	0.0	0.0
5327	PAX9	0.0	0.0
5313	PLEKHG4B	0.0	0.0
5311	SLC25A25	0.0	0.0
5254	ABCD3	0.0	0.0
5298	HPCAL1	0.0	0.0
5296	SERPINB9	0.0	0.0
5295	GGNBP2	0.0	0.0
5294	ZEB2	0.0	0.0
5293	PNPLA2	0.0	0.0
5281	REXO2	0.0	0.0
5282	ZNF219	0.0	0.0
5463	DHX32	0.0	0.0
5283	MAPK3	0.0	0.0
5284	ARHGEF7	0.0	0.0
5292	GBA2	0.0	0.0
5291	EPHB6	0.0	0.0
5285	TBC1D5	0.0	0.0
5290	PER2	0.0	0.0
5286	PKP2	0.0	0.0
5287	C15orf44	0.0	0.0
5968	SPOCK1	0.0	0.0
5289	DRAM2	0.0	0.0
5297	GRB7	0.0	0.0
5299	CXXC1	0.0	0.0
5274	ITGAL	0.0	0.0
5300	MRPL43	0.0	0.0
5275	CDC16	0.0	0.0
5310	AQR	0.0	0.0
5309	PGAM5	0.0	0.0
5308	CLDN12	0.0	0.0
5307	ATG4D	0.0	0.0
5306	COPS8	0.0	0.0
5305	TCEB1	0.0	0.0
5304	MTHFD1L	0.0	0.0
5276	KIF20A	0.0	0.0
5303	SUV420H1	0.0	0.0
5302	MAP3K4	0.0	0.0
5277	PWP1	0.0	0.0
5278	SRD5A1	0.0	0.0
5279	PRRG4	0.0	0.0
5280	NUMBL	0.0	0.0
5301	UBE2J2	0.0	0.0
5969	BAX	0.0	0.0
5255	DHTKD1	0.0	0.0
5253	COL27A1	0.0	0.0
5213	DAPK3	0.0	0.0
5224	SGK223	0.0	0.0
5226	OTUD4	0.0	0.0
5368	KIAA1430	0.0	0.0
5367	RIF1	0.0	0.0
5227	RBMS2	0.0	0.0
5228	FBXL19	0.0	0.0
5972	NFATC2IP	0.0	0.0
5229	EPB41L3	0.0	0.0
5366	CNOT8	0.0	0.0
5365	KNTC1	0.0	0.0
5364	MEN1	0.0	0.0
5230	HECTD3	0.0	0.0
5231	MARK4	0.0	0.0
5232	C5orf22	0.0	0.0
5363	USP32	0.0	0.0
5233	ARNT2	0.0	0.0
5362	RFTN1	0.0	0.0
5361	RG9MTD1	0.0	0.0
5225	CHD1L	0.0	0.0
5222	ZNF292	0.0	0.0
5235	PLAC2	0.0	0.0
5221	MANBA	0.0	0.0
5214	JMJD1C	0.0	0.0
5380	C15orf24	0.0	0.0
5379	TRAFD1	0.0	0.0
5215	SGK269	0.0	0.0
5378	EDEM2	0.0	0.0
5216	UTP18	0.0	0.0
5217	TEP1	0.0	0.0
5376	C17orf49	0.0	0.0
5218	C1orf128	0.0	0.0
5375	GOLPH3L	0.0	0.0
5374	AP1M1	0.0	0.0
5373	LRRC32	0.0	0.0
5372	WBSCR16	0.0	0.0
5371	STX12	0.0	0.0
5220	TESK1	0.0	0.0
5370	MORC4	0.0	0.0
5369	GTF2A2	0.0	0.0
5360	HIF1AN	0.0	0.0
5236	ARHGAP30	0.0	0.0
5252	BTBD10	0.0	0.0
5244	DNAJC9	0.0	0.0
5245	HSD17B11	0.0	0.0
5246	FKBP15	0.0	0.0
5344	KIF18B	0.0	0.0
5343	RAP1GAP	0.0	0.0
5342	DDRGK1	0.0	0.0
5247	FOXP1	0.0	0.0
5248	BUB1B	0.0	0.0
5249	IPO13	0.0	0.0
5341	ATP6V1H	0.0	0.0
5340	IFRD1	0.0	0.0
5967	ISY1	0.0	0.0
5339	PHTF2	0.0	0.0
5338	BCL2L11	0.0	0.0
5337	ITGB1BP1	0.0	0.0
5336	TMEM39A	0.0	0.0
5250	ASPN	0.0	0.0
5251	DOCK8	0.0	0.0
5346	GPR125	0.0	0.0
5347	ITFG1	0.0	0.0
5359	MTFR1	0.0	0.0
5243	CNTN1	0.0	0.0
5237	MEX3C	0.0	0.0
5358	BCAT2	0.0	0.0
5238	MT1E	0.0	0.0
5239	PPP1R12B	0.0	0.0
5357	ATG5	0.0	0.0
5971	SDCCAG3	0.0	0.0
5356	CUL9	0.0	0.0
5354	ROCK2	0.0	0.0
5353	AURKA	0.0	0.0
5352	SLC35A2	0.0	0.0
5351	CAMKK2	0.0	0.0
5241	SSNA1	0.0	0.0
5350	CDC42BPG	0.0	0.0
5970	USP33	0.0	0.0
5349	RRN3	0.0	0.0
5242	THNSL2	0.0	0.0
5348	TRAF3IP2	0.0	0.0
5462	CARD10	0.0	0.0
5542	DDX41	0.0	0.0
5464	LPAR1	0.0	0.0
5788	SFRS8	0.0	0.0
5799	KLHL9	0.0	0.0
5798	MALT1	0.0	0.0
5797	EVI2B	0.0	0.0
5796	PIP4K2A	0.0	0.0
5795	PRPS1	0.0	0.0
5958	SFRS2B	0.0	0.0
5794	SAP30BP	0.0	0.0
5793	GINS1	0.0	0.0
5792	KIAA1715	0.0	0.0
5791	MRPS33	0.0	0.0
5790	ECSIT	0.0	0.0
5789	MME	0.0	0.0
5786	ORAI3	0.0	0.0
5770	ZNF282	0.0	0.0
5785	IFI44L	0.0	0.0
5782	LOC729082	0.0	0.0
5781	CYFIP2	0.0	0.0
5780	ATAD1	0.0	0.0
5779	MEAF6	0.0	0.0
5778	SECTM1	0.0	0.0
5777	TMEM203	0.0	0.0
5776	SNRNP25	0.0	0.0
5775	LOC654433	0.0	0.0
5774	FAM193B	0.0	0.0
5773	MED21	0.0	0.0
5772	SMAD1	0.0	0.0
5800	RNF139	0.0	0.0
5801	RPE	0.0	0.0
5802	LAMA2	0.0	0.0
5803	REXO1	0.0	0.0
5828	CRTC2	0.0	0.0
5827	DTL	0.0	0.0
5826	AKR7A2	0.0	0.0
5825	MRPS18A	0.0	0.0
5824	RANBP9	0.0	0.0
5823	FAF1	0.0	0.0
5822	INCENP	0.0	0.0
5821	TSR2	0.0	0.0
5820	NOL10	0.0	0.0
5819	ZNF629	0.0	0.0
5818	FAM83B	0.0	0.0
5957	MRPL34	0.0	0.0
5817	TRPS1	0.0	0.0
5816	SETD2	0.0	0.0
5815	GK5	0.0	0.0
5814	TPCN1	0.0	0.0
5813	NFATC3	0.0	0.0
5812	PTPN23	0.0	0.0
5810	SRGAP2	0.0	0.0
5809	SNRPB2	0.0	0.0
5808	DCHS1	0.0	0.0
5807	TEX10	0.0	0.0
5806	NFIC	0.0	0.0
5805	GALC	0.0	0.0
5804	MGA	0.0	0.0
5771	PNMA1	0.0	0.0
5769	PAPLN	0.0	0.0
5711	VSIG10	0.0	0.0
5726	FMO2	0.0	0.0
5737	C5orf62	0.0	0.0
5736	STX7	0.0	0.0
5959	CFDP1	0.0	0.0
5735	RIN3	0.0	0.0
5734	TOR1A	0.0	0.0
5733	SELPLG	0.0	0.0
5732	MEX3A	0.0	0.0
5731	RIOK1	0.0	0.0
5730	RXRB	0.0	0.0
5729	ALS2CL	0.0	0.0
5728	OPLAH	0.0	0.0
5727	MRPS5	0.0	0.0
5725	DCK	0.0	0.0
5768	ARHGAP11A	0.0	0.0
5724	LRRC16A	0.0	0.0
5723	NFIA	0.0	0.0
5722	USP13	0.0	0.0
5721	AP3M2	0.0	0.0
5720	BTN3A3	0.0	0.0
5719	DDX46	0.0	0.0
5718	LMBRD1	0.0	0.0
5717	SPRY2	0.0	0.0
5716	STAMBP	0.0	0.0
5715	LRRK2	0.0	0.0
5714	FLRT3	0.0	0.0
5713	ATF7	0.0	0.0
5738	AMIGO2	0.0	0.0
5739	DTD1	0.0	0.0
5740	NFYA	0.0	0.0
5741	BCL11B	0.0	0.0
5767	MAP1A	0.0	0.0
5766	ZBED5	0.0	0.0
5765	BHLHE41	0.0	0.0
5764	GEMIN4	0.0	0.0
5763	USP46	0.0	0.0
5762	C10orf57	0.0	0.0
5761	MRPS22	0.0	0.0
5760	DDX58	0.0	0.0
5759	ECHDC2	0.0	0.0
5758	SYAP1	0.0	0.0
5757	GABBR1	0.0	0.0
5756	PPP1R12A	0.0	0.0
5755	KIAA0415	0.0	0.0
5754	KIAA1609	0.0	0.0
5753	TMEM154	0.0	0.0
5752	SLC9A3R2	0.0	0.0
5751	RARS	0.0	0.0
5750	RAB11FIP3	0.0	0.0
5749	C11orf84	0.0	0.0
5748	MST1R	0.0	0.0
5746	TBC1D10A	0.0	0.0
5745	DTYMK	0.0	0.0
5744	ARID4B	0.0	0.0
5743	PHF20L1	0.0	0.0
5742	RPS26	0.0	0.0
5829	TIMM17B	0.0	0.0
5830	UCK2	0.0	0.0
5831	FAM89A	0.0	0.0
5952	GSDMC	0.0	0.0
5918	FAM36A	0.0	0.0
5917	YDJC	0.0	0.0
5916	CCDC92	0.0	0.0
5915	NPRL3	0.0	0.0
5914	AGPAT5	0.0	0.0
5913	PTGIS	0.0	0.0
5911	BEX2	0.0	0.0
5910	C13orf37	0.0	0.0
5909	BCL7A	0.0	0.0
5907	TPMT	0.0	0.0
5906	MRPL10	0.0	0.0
5905	BCL7B	0.0	0.0
5904	AMOT	0.0	0.0
5832	ITGA1	0.0	0.0
5902	ZNF436	0.0	0.0
5901	RAB35	0.0	0.0
5900	SYT7	0.0	0.0
5899	FLJ10357	0.0	0.0
5898	C3orf63	0.0	0.0
5897	NMRAL1	0.0	0.0
5896	MYO5C	0.0	0.0
5895	FAM135A	0.0	0.0
5894	CDT1	0.0	0.0
5893	AP3S1	0.0	0.0
5892	PPP2R5E	0.0	0.0
5891	PPIE	0.0	0.0
5919	C7orf44	0.0	0.0
5921	ABCC4	0.0	0.0
5922	GOPC	0.0	0.0
5923	TMC8	0.0	0.0
5950	PPP1R16A	0.0	0.0
5948	MTRR	0.0	0.0
5947	IFT122	0.0	0.0
5946	HMGXB4	0.0	0.0
5945	KIAA0020	0.0	0.0
5944	ARMC1	0.0	0.0
5943	CDC73	0.0	0.0
5941	C1orf57	0.0	0.0
5940	COX17	0.0	0.0
5939	FAM96B	0.0	0.0
5938	RABEP1	0.0	0.0
5937	IFT80	0.0	0.0
5936	CHKB-CPT1B	0.0	0.0
5935	ANKZF1	0.0	0.0
5934	FAM128A	0.0	0.0
5933	PIK3C2B	0.0	0.0
5932	EGFL7	0.0	0.0
5931	ADNP2	0.0	0.0
5930	KIAA0528	0.0	0.0
5929	UQCC	0.0	0.0
5928	SH2B3	0.0	0.0
5927	CDCA8	0.0	0.0
5926	VPS36	0.0	0.0
5925	MSRB3	0.0	0.0
5924	SCFD1	0.0	0.0
5890	GPSM3	0.0	0.0
5889	NANS	0.0	0.0
5888	CDK14	0.0	0.0
5859	CHRAC1	0.0	0.0
5857	ARFRP1	0.0	0.0
5856	AIP	0.0	0.0
5956	ITGA4	0.0	0.0
5855	PDCD2	0.0	0.0
5854	WDR74	0.0	0.0
5853	KIAA1797	0.0	0.0
5852	C17orf70	0.0	0.0
5851	RING1	0.0	0.0
5850	CDK10	0.0	0.0
5848	TMEM63A	0.0	0.0
5847	MARCH5	0.0	0.0
5846	DOCK2	0.0	0.0
5845	SMG6	0.0	0.0
5844	SGCB	0.0	0.0
5843	SGMS1	0.0	0.0
5842	SNX4	0.0	0.0
5841	DDAH1	0.0	0.0
5840	NBAS	0.0	0.0
5839	TWF2	0.0	0.0
5838	SETDB1	0.0	0.0
5837	SMC5	0.0	0.0
5836	PTK6	0.0	0.0
5835	SNRPA1	0.0	0.0
5834	INTS8	0.0	0.0
5833	IPPK	0.0	0.0
5858	NIPAL3	0.0	0.0
5860	FHOD3	0.0	0.0
5953	ZNF618	0.0	0.0
5861	FTSJ1	0.0	0.0
5887	SLC39A13	0.0	0.0
5886	RAF1	0.0	0.0
5885	AGL	0.0	0.0
5884	SECISBP2L	0.0	0.0
5883	TSPAN31	0.0	0.0
5881	EIF2B1	0.0	0.0
5880	RHOT1	0.0	0.0
5879	VAMP2	0.0	0.0
5878	RRM2B	0.0	0.0
5877	PLSCR3	0.0	0.0
5954	CCDC117	0.0	0.0
5876	TRMT2A	0.0	0.0
5875	C6orf153	0.0	0.0
5874	RBM14	0.0	0.0
5873	DFNA5	0.0	0.0
5872	OPN3	0.0	0.0
5871	NUDT16	0.0	0.0
5870	SLA	0.0	0.0
5869	FCF1	0.0	0.0
5868	ANKRD13D	0.0	0.0
5955	NPDC1	0.0	0.0
5867	LIMD2	0.0	0.0
5866	BAD	0.0	0.0
5865	GPX8	0.0	0.0
5864	EPS8L1	0.0	0.0
5712	PTPN2	0.0	0.0
5710	GRWD1	0.0	0.0
5465	TP53BP2	0.0	0.0
5545	MREG	0.0	0.0
5558	SHMT1	0.0	0.0
5557	PRRC1	0.0	0.0
5556	PER3	0.0	0.0
5555	GLIPR1	0.0	0.0
5141	NRBP2	0.0	0.0
5553	CARKD	0.0	0.0
5552	ATL3	0.0	0.0
5551	PSMD5	0.0	0.0
5550	WDR11	0.0	0.0
5549	KRCC1	0.0	0.0
5547	LEPROT	0.0	0.0
5546	FBXO9	0.0	0.0
5544	SNX10	0.0	0.0
5529	RELB	0.0	0.0
5543	LOC441869	0.0	0.0
5951	APEX2	0.0	0.0
5541	CEP68	0.0	0.0
5540	SNX27	0.0	0.0
5539	PQLC1	0.0	0.0
5538	TATDN2	0.0	0.0
5537	SESTD1	0.0	0.0
5536	ZGPAT	0.0	0.0
5535	SLC12A8	0.0	0.0
5534	PEX2	0.0	0.0
5533	ITPR2	0.0	0.0
5532	LAS1L	0.0	0.0
5559	PPA2	0.0	0.0
5560	ENTPD7	0.0	0.0
5561	MRPL45	0.0	0.0
5562	LGALS8	0.0	0.0
5589	TET2	0.0	0.0
5588	EML3	0.0	0.0
5587	TIMM17A	0.0	0.0
5586	MGAT4A	0.0	0.0
5585	XIAP	0.0	0.0
5584	WDR18	0.0	0.0
5583	MECP2	0.0	0.0
5582	C6orf145	0.0	0.0
5581	QSOX2	0.0	0.0
5580	NIPA1	0.0	0.0
5579	ATP6V0E2	0.0	0.0
5578	IRF7	0.0	0.0
5577	KDM5D	0.0	0.0
5576	RHOD	0.0	0.0
5575	KIAA0226	0.0	0.0
5574	CRLS1	0.0	0.0
5573	ZNF362	0.0	0.0
5572	PRKCD	0.0	0.0
5571	NCAPH	0.0	0.0
5570	AURKB	0.0	0.0
5568	PTPRJ	0.0	0.0
5566	KDM2B	0.0	0.0
5565	GNPDA1	0.0	0.0
5564	SEPHS1	0.0	0.0
5563	CCNG2	0.0	0.0
5530	TMEM64	0.0	0.0
5528	ASXL2	0.0	0.0
5709	LAIR1	0.0	0.0
5480	SEPT6	0.0	0.0
5493	BAK1	0.0	0.0
5492	PGLS	0.0	0.0
5490	SYNE1	0.0	0.0
5489	IFIH1	0.0	0.0
5488	ARRDC4	0.0	0.0
5487	KIAA1462	0.0	0.0
5486	NDUFA8	0.0	0.0
5485	ZC3HAV1	0.0	0.0
5484	RNF38	0.0	0.0
5483	AMPD2	0.0	0.0
5482	GLIPR2	0.0	0.0
5481	MYST2	0.0	0.0
5479	C3orf26	0.0	0.0
5527	PARD6G	0.0	0.0
5478	CDC5L	0.0	0.0
5477	NOP14	0.0	0.0
5476	SGSH	0.0	0.0
5475	RAB2A	0.0	0.0
5474	CASP1	0.0	0.0
5473	BLOC1S2	0.0	0.0
5472	CEACAM1	0.0	0.0
5471	WDR33	0.0	0.0
5470	CKMT1A	0.0	0.0
5468	MADD	0.0	0.0
5467	MTIF2	0.0	0.0
5466	RPTOR	0.0	0.0
5494	MBD4	0.0	0.0
5495	LOC152217	0.0	0.0
5496	IMP4	0.0	0.0
5497	SPI1	0.0	0.0
5526	DLAT	0.0	0.0
5524	CLEC7A	0.0	0.0
5523	ZNF652	0.0	0.0
5522	AKT3	0.0	0.0
5521	RGS16	0.0	0.0
5520	C1orf55	0.0	0.0
5519	P2RY1	0.0	0.0
5518	CDH13	0.0	0.0
5517	BOD1	0.0	0.0
5516	UBE2B	0.0	0.0
5515	ZC3H4	0.0	0.0
5514	MRPS27	0.0	0.0
5513	LSM7	0.0	0.0
5512	RICTOR	0.0	0.0
5510	APCDD1	0.0	0.0
5508	PARN	0.0	0.0
5507	NR2F6	0.0	0.0
5506	DPY19L4	0.0	0.0
5504	IRGQ	0.0	0.0
5503	LSM1	0.0	0.0
5502	PIH1D1	0.0	0.0
5501	SLC2A12	0.0	0.0
5500	C20orf194	0.0	0.0
5499	WDR61	0.0	0.0
5498	C15orf17	0.0	0.0
5590	SLC6A14	0.0	0.0
5591	CHCHD10	0.0	0.0
5592	PRPSAP2	0.0	0.0
5668	DDA1	0.0	0.0
5679	TMEM41B	0.0	0.0
5678	ZBTB7A	0.0	0.0
5677	FMNL1	0.0	0.0
5676	PLA2R1	0.0	0.0
5675	C18orf32	0.0	0.0
5674	OSTM1	0.0	0.0
5673	SLC12A2	0.0	0.0
5672	SERPINB4	0.0	0.0
5671	PPM1B	0.0	0.0
5670	POLRMT	0.0	0.0
5960	CC2D1B	0.0	0.0
5669	DCI	0.0	0.0
5667	ZNF622	0.0	0.0
5593	PCF11	0.0	0.0
5666	FHDC1	0.0	0.0
5665	C13orf23	0.0	0.0
5664	SCNN1B	0.0	0.0
5663	TMEM119	0.0	0.0
5662	PWP2	0.0	0.0
5661	DDIT3	0.0	0.0
5660	ABT1	0.0	0.0
5659	TRAPPC3	0.0	0.0
5658	SCO2	0.0	0.0
5657	ABI2	0.0	0.0
5656	ALAS1	0.0	0.0
5655	STIM2	0.0	0.0
5680	ABCC10	0.0	0.0
5681	SEMA6D	0.0	0.0
5682	C11orf24	0.0	0.0
5683	CPOX	0.0	0.0
5708	OLFM2	0.0	0.0
5707	STRN3	0.0	0.0
5706	ACPL2	0.0	0.0
5705	ERCC5	0.0	0.0
5704	GTF3C3	0.0	0.0
5703	TAF1D	0.0	0.0
5702	UST	0.0	0.0
5701	NFRKB	0.0	0.0
5700	IRF5	0.0	0.0
5699	DEF8	0.0	0.0
5698	LCP2	0.0	0.0
5697	RNF31	0.0	0.0
5696	STAT5A	0.0	0.0
5695	GPR108	0.0	0.0
5694	RSRC2	0.0	0.0
5693	PLXDC2	0.0	0.0
5692	GATM	0.0	0.0
5691	RNF168	0.0	0.0
5690	MYST4	0.0	0.0
5689	AKAP11	0.0	0.0
5688	ARRB2	0.0	0.0
5687	LOC339290	0.0	0.0
5686	CDC45	0.0	0.0
5685	IWS1	0.0	0.0
5684	ARNT	0.0	0.0
5654	CDK13	0.0	0.0
5961	PRUNE	0.0	0.0
5652	UBL3	0.0	0.0
5622	C10orf116	0.0	0.0
5619	SH3TC1	0.0	0.0
5618	PM20D2	0.0	0.0
5617	IK	0.0	0.0
5616	UBE3B	0.0	0.0
5615	CTNNBL1	0.0	0.0
5614	NUP85	0.0	0.0
5613	FBRSL1	0.0	0.0
5612	ABHD11	0.0	0.0
5611	AHCYL2	0.0	0.0
5610	CHORDC1	0.0	0.0
5608	TROAP	0.0	0.0
5607	RNF220	0.0	0.0
5606	KIAA1012	0.0	0.0
5605	TCF19	0.0	0.0
5604	CRCP	0.0	0.0
5603	FBXO28	0.0	0.0
5602	BAHD1	0.0	0.0
5601	SNX33	0.0	0.0
5600	IFIT1	0.0	0.0
5599	CHTF18	0.0	0.0
5598	MGAT2	0.0	0.0
5597	IFI35	0.0	0.0
5596	TMCC1	0.0	0.0
5595	HCFC1R1	0.0	0.0
5594	HP	0.0	0.0
5620	STAG1	0.0	0.0
5624	ENGASE	0.0	0.0
5651	ITGBL1	0.0	0.0
5625	PCGF2	0.0	0.0
5650	UBR3	0.0	0.0
5649	MAPK12	0.0	0.0
5648	RGL1	0.0	0.0
5962	TRMT1	0.0	0.0
5647	DMTF1	0.0	0.0
5646	GTF2E2	0.0	0.0
5645	APBB2	0.0	0.0
5644	DGCR8	0.0	0.0
5643	OSBPL3	0.0	0.0
5642	MRPS30	0.0	0.0
5641	MGST2	0.0	0.0
5640	CCDC69	0.0	0.0
5639	ARL8A	0.0	0.0
5638	C20orf111	0.0	0.0
5637	KIAA0649	0.0	0.0
5636	SFRS15	0.0	0.0
5635	LRG1	0.0	0.0
5634	ST6GALNAC6	0.0	0.0
5633	PPARA	0.0	0.0
5632	CABC1	0.0	0.0
5631	GNPTG	0.0	0.0
5630	BOP1	0.0	0.0
5629	BCKDK	0.0	0.0
5628	PPP2R1B	0.0	0.0
5626	PIGN	0.0	0.0
5554	NOSIP	0.0	0.0
5051	CTSF	0.0	0.0
5140	GNAQ	0.0	0.0
4429	VEZT	0.0	0.0
4457	SETD3	0.0	0.0
4456	LASS4	0.0	0.0
4455	HBXIP	0.0	0.0
4454	CDCA7	0.0	0.0
4453	ASPM	0.0	0.0
4452	GOLGA8B	0.0	0.0
4451	SPCS1	0.0	0.0
4450	FCER1G	0.0	0.0
4449	SPG20	0.0	0.0
4448	RBM33	0.0	0.0
4447	HIP1	0.0	0.0
4446	NDUFB10	0.0	0.0
4445	ANXA3	0.0	0.0
4444	NTN4	0.0	0.0
4443	SLC37A2	0.0	0.0
4442	PACSIN2	0.0	0.0
4441	PCGF5	0.0	0.0
4440	INTS10	0.0	0.0
4439	HOMER3	0.0	0.0
4438	GLI3	0.0	0.0
4437	CEP55	0.0	0.0
4436	HIVEP2	0.0	0.0
4435	CRELD2	0.0	0.0
4434	C1orf38	0.0	0.0
4433	NRSN2	0.0	0.0
4432	NDUFS8	0.0	0.0
4431	NRN1	0.0	0.0
4458	SLC41A3	0.0	0.0
4459	NPTXR	0.0	0.0
4460	ENOPH1	0.0	0.0
4476	MRPS21	0.0	0.0
4490	VTA1	0.0	0.0
4489	ZER1	0.0	0.0
4488	WDR3	0.0	0.0
4487	NF2	0.0	0.0
4486	CC2D1A	0.0	0.0
4485	FOXJ3	0.0	0.0
4484	ARNTL2	0.0	0.0
4483	ELP2	0.0	0.0
4482	AOC3	0.0	0.0
4479	WDR91	0.0	0.0
4478	FN3KRP	0.0	0.0
4477	NFIL3	0.0	0.0
4475	SENP6	0.0	0.0
4461	ETNK1	0.0	0.0
4474	ABHD12	0.0	0.0
4473	TBCA	0.0	0.0
4472	SKIV2L	0.0	0.0
4471	C21orf91	0.0	0.0
4470	ERBB2IP	0.0	0.0
4469	MTAP	0.0	0.0
4468	FAM136A	0.0	0.0
4467	RRP12	0.0	0.0
4466	ZNF687	0.0	0.0
4465	ATF7IP	0.0	0.0
4463	AGBL5	0.0	0.0
4462	SOS1	0.0	0.0
4430	RNF181	0.0	0.0
4428	ANKS1A	0.0	0.0
4364	FAM160B2	0.0	0.0
4427	PLEKHG1	0.0	0.0
4392	FUT8	0.0	0.0
4391	VEGFB	0.0	0.0
4390	RPS6KB2	0.0	0.0
4389	NIN	0.0	0.0
4388	TFAP2C	0.0	0.0
4387	THOC2	0.0	0.0
4386	GALNT10	0.0	0.0
4385	BTBD11	0.0	0.0
4384	TEF	0.0	0.0
4383	RECQL4	0.0	0.0
4382	CDC27	0.0	0.0
4381	KIF2C	0.0	0.0
4380	FZR1	0.0	0.0
4379	CUL4B	0.0	0.0
4378	FAM192A	0.0	0.0
4377	NR1D1	0.0	0.0
4376	ARHGEF18	0.0	0.0
4375	HIST2H2BE	0.0	0.0
4374	C1QTNF6	0.0	0.0
4373	SMAD5	0.0	0.0
4372	FILIP1L	0.0	0.0
4371	ACP2	0.0	0.0
4370	MST4	0.0	0.0
4369	TRPM7	0.0	0.0
4368	OSGIN1	0.0	0.0
4367	SDHB	0.0	0.0
4366	TRIM44	0.0	0.0
4393	LIG3	0.0	0.0
4394	SLC35A4	0.0	0.0
4395	WASL	0.0	0.0
4412	WIPI2	0.0	0.0
4426	MLX	0.0	0.0
4425	PLEKHG2	0.0	0.0
4424	TIAL1	0.0	0.0
4423	SDPR	0.0	0.0
4422	MYD88	0.0	0.0
4421	C12orf23	0.0	0.0
4420	UBE2D2	0.0	0.0
4419	MKL1	0.0	0.0
4417	PARP12	0.0	0.0
4416	PPP5C	0.0	0.0
4415	FAM50A	0.0	0.0
4413	ASF1B	0.0	0.0
4410	RBM12	0.0	0.0
4396	AP2A2	0.0	0.0
4409	ROCK1	0.0	0.0
4408	UBL4A	0.0	0.0
4407	CYLD	0.0	0.0
4406	ATP8B2	0.0	0.0
4405	PIGO	0.0	0.0
4404	MRPL20	0.0	0.0
4403	BTG3	0.0	0.0
4402	KIFC3	0.0	0.0
4401	LMBR1	0.0	0.0
4400	YTHDF1	0.0	0.0
4399	AACS	0.0	0.0
4398	C19orf62	0.0	0.0
4491	PPP1R12C	0.0	0.0
4492	SLC12A9	0.0	0.0
4493	MRPL17	0.0	0.0
4494	NELL2	0.0	0.0
4585	C7orf28B	0.0	0.0
4583	DYNC1I2	0.0	0.0
4582	RPS6KA2	0.0	0.0
4581	SH3GLB2	0.0	0.0
4580	GPR124	0.0	0.0
4579	CAMK2D	0.0	0.0
4578	APEH	0.0	0.0
4577	PIK3AP1	0.0	0.0
4576	IMPACT	0.0	0.0
4575	ATF6	0.0	0.0
4574	PIK3CA	0.0	0.0
4573	C5orf51	0.0	0.0
4572	HAT1	0.0	0.0
4571	ZNF410	0.0	0.0
4570	LEMD2	0.0	0.0
4569	RAD1	0.0	0.0
4568	PPP1R13B	0.0	0.0
4567	SH3D19	0.0	0.0
4565	ANKIB1	0.0	0.0
4564	HIST2H2AA3	0.0	0.0
4563	SH3RF2	0.0	0.0
4562	POLR2G	0.0	0.0
4560	VPS52	0.0	0.0
4559	MBOAT2	0.0	0.0
4558	LIG1	0.0	0.0
4557	FGL2	0.0	0.0
4556	WDR77	0.0	0.0
4587	VBP1	0.0	0.0
4588	ANKRD40	0.0	0.0
4589	VLDLR	0.0	0.0
4604	TMEM87B	0.0	0.0
4617	NCAPG2	0.0	0.0
4615	ZNF318	0.0	0.0
4614	SIN3B	0.0	0.0
4613	CREBL2	0.0	0.0
4612	SIDT2	0.0	0.0
4611	CREB3	0.0	0.0
4610	ACE	0.0	0.0
4609	ZFAND6	0.0	0.0
4608	SH2B1	0.0	0.0
4607	DCAKD	0.0	0.0
4606	PRPSAP1	0.0	0.0
4605	DCTN4	0.0	0.0
4603	PAFAH1B3	0.0	0.0
4590	AP3S2	0.0	0.0
4602	SEPX1	0.0	0.0
4601	EMD	0.0	0.0
4600	ITGAX	0.0	0.0
4599	SAMM50	0.0	0.0
4598	MAN1A1	0.0	0.0
4597	PCBD1	0.0	0.0
4596	ARHGEF17	0.0	0.0
4595	PHACTR4	0.0	0.0
4594	PDLIM3	0.0	0.0
4593	ZMAT2	0.0	0.0
4592	TUBGCP2	0.0	0.0
4591	MRPL38	0.0	0.0
4555	WDR81	0.0	0.0
4554	LIFR	0.0	0.0
4553	ARL2	0.0	0.0
4508	PPIC	0.0	0.0
4521	MKKS	0.0	0.0
4520	CYB5R2	0.0	0.0
4519	POLD1	0.0	0.0
4518	TDP2	0.0	0.0
4517	TNRC6A	0.0	0.0
4516	UBE2V2	0.0	0.0
4515	IPO8	0.0	0.0
4514	KIAA1549	0.0	0.0
4513	TAF1C	0.0	0.0
4511	EXOC4	0.0	0.0
4510	RNASET2	0.0	0.0
4509	KCTD11	0.0	0.0
4507	GAS7	0.0	0.0
4523	TMEM79	0.0	0.0
4506	HIAT1	0.0	0.0
4505	FBXO11	0.0	0.0
4504	HDGFRP2	0.0	0.0
4503	SART3	0.0	0.0
4502	MSH2	0.0	0.0
4501	CPM	0.0	0.0
4500	C12orf51	0.0	0.0
4499	VPS25	0.0	0.0
4498	ZFHX3	0.0	0.0
4497	LOC339047	0.0	0.0
4496	PLBD2	0.0	0.0
4495	LDLRAP1	0.0	0.0
4522	PECAM1	0.0	0.0
4524	SPRED2	0.0	0.0
4552	EPN2	0.0	0.0
4539	NLRP1	0.0	0.0
4551	CCNG1	0.0	0.0
4550	RPL7L1	0.0	0.0
4549	ERI3	0.0	0.0
